StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Intro,Intro_5_TEXT,Q24,Q25,Q27,Q27_7_TEXT,Q26,Timing _First Click,Timing _Last Click,Timing _Page Submit,Timing _Click Count,Q1,Q28_First Click,Q28_Last Click,Q28_Page Submit,Q28_Click Count,Q29,Q30_First Click,Q30_Last Click,Q30_Page Submit,Q30_Click Count,Q31,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q33,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q35,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q37,Q38_First Click,Q38_Last Click,Q38_Page Submit,Q38_Click Count,Q39,Q40_First Click,Q40_Last Click,Q40_Page Submit,Q40_Click Count,Q41,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,Q43,Q44_First Click,Q44_Last Click,Q44_Page Submit,Q44_Click Count,Q45,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-2-1,F-1-2-2,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-2-1,F-2-2-2,F-3-1,F-3-1-1,F-3-2,F-3-1-2,F-3-2-1,F-3-2-2,F-4-1,F-4-1-1,F-4-2,F-4-1-2,F-4-2-1,F-4-2-2,F-5-1,F-5-1-1,F-5-2,F-5-1-2,F-5-2-1,F-5-2-2,F-6-1,F-6-1-1,F-6-2,F-6-1-2,F-6-2-1,F-6-2-2,F-7-1,F-7-1-1,F-7-2,F-7-1-2,F-7-2-1,F-7-2-2,F-8-1,F-8-1-1,F-8-2,F-8-1-2,F-8-2-1,F-8-2-2,F-9-1,F-9-1-1,F-9-2,F-9-1-2,F-9-2-1,F-9-2-2,F-10-1,F-10-1-1,F-10-2,F-10-1-2,F-10-2-1,F-10-2-2,F-1-3,F-1-1-3,F-1-2-3,F-2-3,F-2-1-3,F-2-2-3,F-3-3,F-3-1-3,F-3-2-3,F-4-3,F-4-1-3,F-4-2-3,F-5-3,F-5-1-3,F-5-2-3,F-6-3,F-6-1-3,F-6-2-3,F-7-3,F-7-1-3,F-7-2-3,F-8-3,F-8-1-3,F-8-2-3,F-9-3,F-9-1-3,F-9-2-3,F-10-3,F-10-1-3,F-10-2-3
2023-03-21 16:08:36,2023-03-21 16:10:09,IP Address,136.152.143.230,100,93,True,2023-03-21 16:10:10,R_7Ql0Lu9pGIk88k9,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Commute between home and campus,,Morning (06:00-11:59),Yes,Ridehail (Uber/Lyft),,"Yes, I have read and understood. Take me to the next questions.",11.521,14.267,16.224,4,Bus,2.014,2.014,3.755,1,Ridehail,3.832,3.832,4.535,1,Ridehail,4.249,4.249,5.036,1,Bus,6.578,6.578,7.228,1,Bus,2.452,2.452,3.883,1,Ridehail,5.531,5.531,8.662,1,Bus,3.566,3.566,4.492,1,Ridehail,7.184,7.878,8.433,2,Bus,1.369,11.826,12.198,4,Ridehail,Travel Time (min),10,Wait Time (min),8,30,12,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),15,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),15,0
2023-03-21 16:10:01,2023-03-21 16:12:58,IP Address,23.93.179.190,100,176,True,2023-03-21 16:12:58,R_1gcj8kwn3yQ9yzk,,,,,37.8919,-122.2636,anonymous,EN,"Yes, I consent.",Commute between home and campus,,Afternoon (12:00-17:59),Yes,BART,,"Yes, I have read and understood. Take me to the next questions.",1.714,19.672,20.398,3,Bus,1.362,4.3,5.067,2,Bus,1.431,5.04,5.796,2,Bus,1.181,6.633,7.216,2,Bus,1.368,11.21,11.785,5,Bus,1.548,5.598,8.088,3,Bus,1.191,5.211,6.347,2,Ridehail,1.285,3.495,4.307,2,Bus,1.332,3.403,5.001,2,Bus,1.18,2.937,3.842,2,Bus,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),15,0
2023-03-21 16:13:05,2023-03-21 16:14:21,IP Address,23.93.179.190,100,76,True,2023-03-21 16:14:22,R_32Ls1Nj2nbEKkor,,,,,37.8919,-122.2636,anonymous,EN,"Yes, I consent.",Leisure,,Afternoon (12:00-17:59),No,BART,,"Yes, I have read and understood. Take me to the next questions.",1.336,9.43,9.976,3,Bus,1.169,2.112,2.749,2,Ridehail,1.077,10.08,10.625,2,Bus,1.083,1.448,1.96,2,Bus,1.054,1.47,2.382,2,Bus,1.016,1.406,1.859,2,Bus,1.122,1.568,4.094,2,Bus,1.097,1.469,3.864,2,Ridehail,1.242,2.695,3.2,2,Ridehail,1.215,1.901,2.3,2,Bus,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),4,30,12,Travel Time (min),25,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),15,0
2023-03-21 16:14:32,2023-03-21 16:15:28,IP Address,23.93.179.190,100,55,True,2023-03-21 16:15:28,R_3HBVX28XgPkxnna,,,,,37.8919,-122.2636,anonymous,EN,"Yes, I consent.","Running errands (grocery shopping, etc.)",,Afternoon (12:00-17:59),Yes,Bus,,"Yes, I have read and understood. Take me to the next questions.",1.033,4.71,5.242,2,Bus,0.92,1.832,2.238,2,Bus,0.979,2.401,2.926,2,Ridehail,1.033,1.376,1.743,2,Bus,1.106,3.863,4.69,2,Ridehail,1.154,1.963,2.425,2,Ridehail,1.068,2.08,2.619,2,Bus,1.151,2.05,2.821,2,Ridehail,1.011,1.367,1.827,2,Bus,1.115,1.821,2.101,2,Bus,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),8,30,12,Travel Time (min),10,Wait Time (min),4,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),4,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),15,0
2023-03-21 16:15:32,2023-03-21 16:16:26,IP Address,23.93.179.190,100,54,True,2023-03-21 16:16:27,R_25Mc8n3hpDvfZCa,,,,,37.8919,-122.2636,anonymous,EN,"Yes, I consent.",Commute between home and campus,,Morning (06:00-11:59),Yes,BART,,"Yes, I have read and understood. Take me to the next questions.",1,1.879,2.462,2,Ridehail,1.073,2.494,2.85,2,Bus,1.106,2.71,3.175,2,Bus,1.036,1.944,2.373,2,Bus,0.859,1.171,1.627,2,Ridehail,1.155,1.509,1.861,2,Bus,0.846,1.175,1.48,2,Bus,0.93,4.326,4.714,2,Ridehail,1.172,1.572,1.92,2,Bus,1.047,9.46,10.014,2,Ridehail,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),10,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),8,0
2023-03-21 16:16:31,2023-03-21 16:17:23,IP Address,23.93.179.190,100,51,True,2023-03-21 16:17:23,R_bKitMvqFh0Ayl57,,,,,37.8919,-122.2636,anonymous,EN,"Yes, I consent.",Leisure,,Evening (18:00-21:59),No,Ridehail (Uber/Lyft),,"Yes, I have read and understood. Take me to the next questions.",0.953,2.812,3.324,2,Ridehail,0.997,1.778,2.189,2,Ridehail,0.974,1.957,2.343,2,Bus,0.972,1.339,1.809,2,Ridehail,0.964,4.135,4.552,2,Bus,0.883,1.179,1.545,2,Ridehail,1.036,3.626,3.948,2,Bus,0.945,1.564,1.98,2,Bus,1.034,1.327,1.779,2,Ridehail,0.835,1.204,1.762,2,Ridehail,Travel Time (min),10,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),4,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),10,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),10,0
2023-03-21 17:07:37,2023-03-21 17:10:22,IP Address,165.225.34.76,100,164,True,2023-03-21 17:10:22,R_Acha4n67Tpsrzkl,,,,,35.4312,-97.4934,anonymous,EN,"Yes, I consent.",Leisure,,Evening (18:00-21:59),Yes,BART,,"Yes, I have read and understood. Take me to the next questions.",7.406,7.406,8.509,1,Bus,5.993,5.993,7.265,1,Bus,2.472,2.472,3.328,1,Bus,7.312,7.312,8.141,1,Bus,3.082,3.082,3.847,1,Bus,2.788,2.788,3.84,1,Bus,3.023,3.023,4.997,1,Bus,4.507,4.507,7.627,1,Bus,1.373,1.373,1.892,1,Bus,2.163,2.163,2.63,1,Bus,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),10,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),8,30,12,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),15,0
2023-03-21 20:15:02,2023-03-21 20:16:02,IP Address,136.152.143.230,100,59,True,2023-03-21 20:16:02,R_3e34fiJrANwP6YX,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Leisure,,Evening (18:00-21:59),No,BART,,"Yes, I have read and understood. Take me to the next questions.",3.7,3.7,4.376,1,Ridehail,1.968,1.968,2.572,1,Ridehail,1.758,1.758,2.407,1,Ridehail,4.869,4.869,5.968,1,Ridehail,2.995,2.995,3.666,1,Ridehail,1.877,1.877,2.66,1,Ridehail,2.092,2.092,2.89,1,Ridehail,2.624,2.624,3.203,1,Bus,2.53,2.53,3.349,1,Ridehail,1.499,1.499,2.285,1,Ridehail,Travel Time (min),10,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),12,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),10,0
2023-03-21 20:22:22,2023-03-21 20:23:21,IP Address,136.152.143.230,100,59,True,2023-03-21 20:23:22,R_RQdI9FFliw840FP,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Leisure,,Evening (18:00-21:59),No,Walk,,"Yes, I have read and understood. Take me to the next questions.",4.949,4.949,8.971,1,Ridehail,1.54,1.54,3.272,1,Ridehail,0.754,0.754,1.839,1,Ridehail,1.476,1.476,2.169,1,Ridehail,1.93,1.93,3.384,1,Bus,1.248,1.248,8.852,1,Ridehail,1.424,1.424,2.563,1,Ridehail,1.211,1.211,2.495,1,Ridehail,2.29,2.29,3.5,1,Ridehail,1.588,1.588,2.343,1,Ridehail,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),4,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Cost ($),12,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),12,0
2023-03-21 20:23:44,2023-03-21 20:24:43,IP Address,136.152.143.230,100,58,True,2023-03-21 20:24:43,R_A5xKQs054A38c5H,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.","Running errands (grocery shopping, etc.)",,Morning (06:00-11:59),Yes,Bus,,"Yes, I have read and understood. Take me to the next questions.",4.386,10.573,11.362,2,Bus,3.558,3.558,4.247,1,Ridehail,1.866,1.866,2.582,1,Ridehail,2.469,2.469,3.136,1,Ridehail,1.276,1.276,3.218,1,Ridehail,1.239,1.239,2.215,1,Ridehail,1.781,1.781,3.047,1,Ridehail,1.606,1.606,2.993,1,Bus,2.163,2.163,2.771,1,Ridehail,1.368,1.368,2.013,1,Bus,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),2,30,12,Travel Time (min),10,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Cost ($),15,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),10,0
2023-03-21 21:30:20,2023-03-21 21:31:02,IP Address,136.152.143.230,100,42,True,2023-03-21 21:31:03,R_2atvinUSoPeRxtU,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.",Leisure,,Evening (18:00-21:59),No,Bus,,"Yes, I have read and understood. Take me to the next questions.",1.393,3.267,4.152,2,Bus,0.506,0.506,1.249,1,Bus,0.313,0.313,1.497,1,Bus,0.734,0.734,1.651,1,Bus,0.346,0.778,1.684,2,Bus,0.615,0.615,1.592,1,Bus,4.264,4.264,5.401,1,Ridehail,0.88,0.88,1.584,1,Bus,0.596,1.37,1.72,2,Bus,0.892,0.892,1.628,1,Bus,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),4,30,12,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),12,0
2023-03-21 21:41:41,2023-03-21 21:42:13,IP Address,136.152.143.149,100,31,True,2023-03-21 21:42:13,R_2961auPPU6waPMx,,,,,37.8657,-122.2571,anonymous,EN,"Yes, I consent.",Commute between home and campus,,Morning (06:00-11:59),Yes,Bike,,"Yes, I have read and understood. Take me to the next questions.",1.132,1.132,1.634,1,Bus,0.633,0.633,1.136,1,Bus,0.418,0.418,0.921,1,Bus,0.413,0.413,0.916,1,Bus,0.462,0.462,0.98,1,Bus,0.381,0.381,0.918,1,Bus,0.414,0.847,0.865,2,Bus,0.415,1.43,1.446,2,Bus,1.002,1.002,1.902,1,Bus,1.36,1.36,1.962,1,Bus,Travel Time (min),15,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),8,30,12,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),12,0
2023-03-22 05:59:23,2023-03-22 06:00:47,IP Address,172.58.243.254,100,84,True,2023-03-22 06:00:48,R_2sbchbK8MUQyZHJ,,,,,38.957,-76.9144,anonymous,EN,"Yes, I consent.","Running errands (grocery shopping, etc.)",,Afternoon (12:00-17:59),Yes,Walk,,"Yes, I have read and understood. Take me to the next questions.",9.381,9.381,10.086,1,Bus,4.573,4.573,5.11,1,Bus,6.062,6.062,6.532,1,Bus,3.956,3.956,4.559,1,Bus,2.755,2.755,4.243,1,Bus,2.435,2.435,3.005,1,Bus,2.293,2.293,2.965,1,Bus,2.601,2.601,3.188,1,Bus,1.706,1.706,2.677,1,Bus,1.21,1.21,1.877,1,Bus,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),20,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),10,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),4,30,12,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),12,0,Travel Cost ($),10,0
2023-03-22 06:00:54,2023-03-22 06:02:26,IP Address,172.58.243.254,100,91,True,2023-03-22 06:02:26,R_zZJoOhZv8swZbC9,,,,,38.957,-76.9144,anonymous,EN,"Yes, I consent.",Commute between home and campus,,Morning (06:00-11:59),Yes,BART,,"Yes, I have read and understood. Take me to the next questions.",4.322,4.322,7.846,1,Ridehail,8.012,8.012,8.517,1,Ridehail,2.537,2.537,3.158,1,Bus,3.12,3.12,3.681,1,Bus,1.468,1.468,5.008,1,Ridehail,8.578,8.578,11.416,1,Ridehail,2.417,2.417,3.037,1,Bus,7.077,7.077,8.767,1,Bus,4.385,4.918,5.507,2,Bus,5.486,5.486,6.022,1,Ridehail,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),8,30,12,Travel Time (min),20,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),20,Wait Time (min),8,30,12,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),8,30,12,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),8,0
2023-03-22 06:02:33,2023-03-22 06:04:29,IP Address,172.58.243.254,100,115,True,2023-03-22 06:04:29,R_2VeYmJ8egwNgwiC,,,,,38.957,-76.9144,anonymous,EN,"Yes, I consent.",Leisure,,Morning (06:00-11:59),Yes,Bus,,"Yes, I have read and understood. Take me to the next questions.",13.132,13.132,13.652,1,Ridehail,5.652,5.652,6.126,1,Bus,10.605,10.605,11.056,1,Bus,9.971,9.971,10.357,1,Bus,4.415,4.415,5.351,1,Bus,3.903,3.903,4.354,1,Bus,3.587,3.587,4.057,1,Ridehail,5.37,5.37,7.683,1,Ridehail,2.889,2.889,3.51,1,Ridehail,11.267,11.267,11.838,1,Ridehail,Travel Time (min),10,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Time (min),15,Wait Time (min),4,30,12,Travel Time (min),20,Wait Time (min),6,30,12,Travel Cost ($),12,0,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),12,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),10,0
2023-03-22 14:08:43,2023-03-22 14:11:14,IP Address,136.152.143.59,100,150,True,2023-03-22 14:11:15,R_2fBU1DirRTuiWem,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.","Running errands (grocery shopping, etc.)",,Afternoon (12:00-17:59),Yes,Bus,,"Yes, I have read and understood. Take me to the next questions.",9.395,9.395,11.723,1,Bus,2.611,2.611,4.029,1,Bus,5.615,9.232,10.157,3,Bus,2.863,2.863,3.73,1,Bus,3.041,3.041,4.375,1,Bus,9.242,9.242,10.627,1,Ridehail,1.308,1.308,2.459,1,Bus,1.216,1.216,3.751,1,Bus,1.265,1.265,2.3,1,Bus,5.668,5.668,6.534,1,Bus,Travel Time (min),25,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),2,30,12,Travel Time (min),20,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),4,30,12,Travel Time (min),15,Wait Time (min),10,30,12,Travel Cost ($),8,0,Travel Cost ($),8,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),15,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),15,0
2023-03-23 11:04:49,2023-03-23 11:17:12,IP Address,136.152.143.114,100,742,True,2023-03-23 11:17:12,R_CmK08X6eD0JbhFn,,,,,37.8736,-122.257,anonymous,EN,"Yes, I consent.","Running errands (grocery shopping, etc.)",,Evening (18:00-21:59),No,Private vehicle (either driver or passenger),,"Yes, I have read and understood. Take me to the next questions.",1.648,13.62,15.5,6,Bus,2.324,2.324,3.633,1,Bus,1.96,1.96,3.157,1,Bus,1.39,1.39,2.297,1,Bus,0.614,0.614,1.725,1,Bus,0.728,0.728,1.767,1,Bus,1.721,1.721,3.004,1,Bus,2.226,2.226,2.938,1,Bus,1.922,1.922,3.331,1,Bus,206.61,210.379,211.515,2,Bus,Travel Time (min),15,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),10,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),2,30,12,Travel Time (min),25,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),10,30,12,Travel Time (min),10,Wait Time (min),6,30,12,Travel Time (min),25,Wait Time (min),10,30,12,Travel Time (min),25,Wait Time (min),10,30,12,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),10,0,Travel Cost ($),8,0,Travel Cost ($),12,0,Travel Cost ($),15,0,Travel Cost ($),10,0,Travel Cost ($),12,0,Travel Cost ($),12,0,Travel Cost ($),15,0
